ID_Firm_Location,Link_Investor_Name_ID_floc,Date_Begin_floc,Date_End_floc,Link_FirmLoc_ID,link_note_item_id_firm_locat_note,Link_Data Source ID (Firm Loca - source),Remarks_floc,Date entered_floc,LastModified_floc,UpdatedBy_floc,x Link_Geo_Focus_Type ID,x Link_investor_profile_SC_type ID
1162,19434,,,54,,,,"01/27/23 00:00:00",,,,
1163,15642,,,54,,,,"01/27/23 00:00:00",,,,
1164,20242,,,54,,,,"01/27/23 00:00:00",,,,
1165,20456,,,54,,,,"01/27/23 00:00:00",,,,
1166,19675,,,23,,,,"01/27/23 00:00:00",,,,
1167,2444,,,54,,,,"01/27/23 00:00:00",,,,
1168,24008,,,47,,,,"01/27/23 00:00:00",,,,
1169,19346,,,54,,,,"01/27/23 00:00:00",,,,
1170,18778,,,18,,,,"01/27/23 00:00:00",,,,
1171,4153,,,12,,,,"01/27/23 00:00:00",,,,
1172,18247,,,18,,,,"01/27/23 00:00:00",,,,
1173,4944,,,18,,,,"01/27/23 00:00:00",,,,
1174,19382,,,54,,,,"01/27/23 00:00:00",,,,
1175,23903,,,54,,,,"01/27/23 00:00:00",,,,
1176,6246,,,38,,,,"01/27/23 00:00:00",,,,
1177,19182,,,18,,,,"01/27/23 00:00:00",,,,
1178,18812,,,18,,,,"01/27/23 00:00:00",,,,
1179,2466,,,45,,,,"01/27/23 00:00:00",,,,
1180,20110,,,45,,,,"01/27/23 00:00:00",,,,
1181,16769,,,18,,,,"01/27/23 00:00:00",,,,
1182,16210,,,18,,,,"01/27/23 00:00:00",,,,
1183,9072,,,18,,,,"01/27/23 00:00:00",,,,
1184,3436,,,23,,,,"01/27/23 00:00:00",,,,
1185,5758,,,23,,,,"01/27/23 00:00:00",,,,
1186,6026,,,23,,,,"01/27/23 00:00:00",,,,
1187,6025,,,23,,,,"01/27/23 00:00:00",,,,
1188,19674,,,23,,,,"01/27/23 00:00:00",,,,
1189,5362,,,23,,,,"01/27/23 00:00:00",,,,
1190,5494,,,23,,,,"01/27/23 00:00:00",,,,
1191,22550,,,23,,,,"01/27/23 00:00:00",,,,
1192,18488,,,18,,,,"01/27/23 00:00:00",,,,
1193,17008,,,54,,,,"01/27/23 00:00:00",,,,
1194,20611,,,54,,,,"01/27/23 00:00:00",,,,
1195,8879,,,18,,,,"01/27/23 00:00:00",,,,
1196,5906,,,21,,,,"01/27/23 00:00:00",,,,
1197,7764,,,21,,,,"01/27/23 00:00:00",,,,
1198,2783,,,18,,,,"01/27/23 00:00:00",,,,
1199,7762,,,23,,,,"01/27/23 00:00:00",,,,
1200,19672,,,23,,,,"01/27/23 00:00:00",,,,
1201,15942,,,23,,,,"01/27/23 00:00:00",,,,
1202,15820,,,18,,,,"01/27/23 00:00:00",,,,
1203,18550,,,18,,,,"01/27/23 00:00:00",,,,
1204,6028,,,23,,,,"01/27/23 00:00:00",,,,
1205,6207,,,23,,,,"01/27/23 00:00:00",,,,
1206,3879,,,23,,,,"01/27/23 00:00:00",,,,
1207,3200,,,23,,,,"01/27/23 00:00:00",,,,
1208,8093,,,23,,,,"01/27/23 00:00:00",,,,
1209,18654,,,18,,,,"01/27/23 00:00:00",,,,
1210,20257,,,3,,,,"01/27/23 00:00:00",,,,
1211,22809,,,54,,,,"01/27/23 00:00:00",,,,
1212,18964,,,56,,,,"01/27/23 00:00:00",,,,
1213,11024,,,18,,,,"01/27/23 00:00:00",,,,
1214,17272,,,18,,,,"01/27/23 00:00:00",,,,
1215,16701,,,18,,,,"01/27/23 00:00:00",,,,
1216,16334,,,18,,,,"01/27/23 00:00:00",,,,
1217,19580,,,45,,,,"01/27/23 00:00:00",,,,
1218,21833,,,3,,,,"01/27/23 00:00:00",,,,
1219,4558,,,56,,,,"01/27/23 00:00:00",,,,
1220,17181,,,20,,,,"01/27/23 00:00:00",,,,
1221,5579,,,56,,,,"01/27/23 00:00:00",,,,
1222,6882,,,56,,,,"01/27/23 00:00:00",,,,
1223,23241,,,45,,,,"01/27/23 00:00:00",,,,
1224,24995,,,54,,,,"01/27/23 00:00:00",,,,
1225,14936,,,54,,,,"01/27/23 00:00:00",,,,
1226,5889,,,54,,,,"01/27/23 00:00:00",,,,
1227,23481,,,45,,,,"01/27/23 00:00:00",,,,
1228,15817,,,18,,,,"01/27/23 00:00:00",,,,
1229,6113,,,23,,,,"01/27/23 00:00:00",,,,
1230,8860,,,18,,,,"01/27/23 00:00:00",,,,
1231,4389,,,18,,,,"01/27/23 00:00:00",,,,
1232,16273,,,18,,,,"01/27/23 00:00:00",,,,
1233,17827,,,18,,,,"01/27/23 00:00:00",,,,
1234,2208,,,18,,,,"01/27/23 00:00:00",,,,
1235,8898,,,18,,,,"01/27/23 00:00:00",,,,
1236,18117,,,18,,,,"01/27/23 00:00:00",,,,
1237,17747,,,18,,,,"01/27/23 00:00:00",,,,
1238,18688,,,18,,,,"01/27/23 00:00:00",,,,
1239,8301,,,18,,,,"01/27/23 00:00:00",,,,
1240,20344,,,56,,,,"01/27/23 00:00:00",,,,
1241,7850,,,3,,,,"01/27/23 00:00:00",,,,
1242,3765,,,3,,,,"01/27/23 00:00:00",,,,
1243,5725,,,54,,,,"01/27/23 00:00:00",,,,
1244,7959,,,3,,,,"01/27/23 00:00:00",,,,
1245,3178,,,54,,,,"01/27/23 00:00:00",,,,
1246,4428,,,45,,,,"01/27/23 00:00:00",,,,
1247,21136,,,45,,,,"01/27/23 00:00:00",,,,
1248,21233,,,34,,,,"01/27/23 00:00:00",,,,
1249,8547,,,54,,,,"01/27/23 00:00:00",,,,
1250,22964,,,52,,,,"01/27/23 00:00:00",,,,
1251,11034,,,54,,,,"01/27/23 00:00:00",,,,
1252,16876,,,38,,,,"01/27/23 00:00:00",,,,
1253,5831,,,18,,,,"01/27/23 00:00:00",,,,
1254,8861,,,18,,,,"01/27/23 00:00:00",,,,
1255,3477,,,18,,,,"01/27/23 00:00:00",,,,
1256,21583,,,18,,,,"01/27/23 00:00:00",,,,
1257,4829,,,18,,,,"01/27/23 00:00:00",,,,
1258,19381,,,54,,,,"01/27/23 00:00:00",,,,
1259,23482,,,45,,,,"01/27/23 00:00:00",,,,
1260,17749,,,18,,,,"01/27/23 00:00:00",,,,
1261,8551,,,18,,,,"01/27/23 00:00:00",,,,
1262,16578,,,23,,,,"01/27/23 00:00:00",,,,
1263,17069,,,18,,,,"01/27/23 00:00:00",,,,
1264,9073,,,18,,,,"01/27/23 00:00:00",,,,
1265,16377,,,18,,,,"01/27/23 00:00:00",,,,
1266,7425,,,38,,,,"01/27/23 00:00:00",,,,
1267,18616,,,38,,,,"01/27/23 00:00:00",,,,
1268,7541,,,38,,,,"01/27/23 00:00:00",,,,
1269,5023,,,47,,,,"01/27/23 00:00:00",,,,
1270,4571,,,18,,,,"01/27/23 00:00:00",,,,
1271,6897,,,18,,,,"01/27/23 00:00:00",,,,
1272,5859,,,18,,,,"01/27/23 00:00:00",,,,
1273,6459,,,18,,,,"01/27/23 00:00:00",,,,
1274,16370,,,18,,,,"01/27/23 00:00:00",,,,
1275,4221,,,45,,,,"01/27/23 00:00:00",,,,
1276,24994,,,18,,,,"01/27/23 00:00:00",,,,
1277,18735,,,45,,,,"01/27/23 00:00:00",,,,
1278,23150,,,12,,,,"01/27/23 00:00:00",,,,
1279,23249,,,52,,,,"01/27/23 00:00:00",,,,
1280,8256,,,23,,,,"01/27/23 00:00:00",,,,
1281,2834,,,23,,,,"01/27/23 00:00:00",,,,
1282,14499,,,23,,,,"01/27/23 00:00:00",,,,
1283,5956,,,23,,,,"01/27/23 00:00:00",,,,
1284,8646,,,23,,,,"01/27/23 00:00:00",,,,
1285,25449,,,23,,,,"01/27/23 00:00:00",,,,
1286,21943,,,23,,,,"01/27/23 00:00:00",,,,
1287,4809,,,23,,,,"01/27/23 00:00:00",,,,
1288,16575,,,23,,,,"01/27/23 00:00:00",,,,
1289,25237,,,23,,,,"01/27/23 00:00:00",,,,
1290,15126,,,23,,,,"01/27/23 00:00:00",,,,
1291,3918,,,23,,,,"01/27/23 00:00:00",,,,
1292,21980,,,54,,,,"01/27/23 00:00:00",,,,
1293,8955,,,45,,,,"01/27/23 00:00:00",,,,
1294,3753,,,45,,,,"01/27/23 00:00:00",,,,
1295,8536,,,29,,,,"01/27/23 00:00:00",,,,
1296,16309,,,38,,,,"01/27/23 00:00:00",,,,
1297,18913,,,38,,,,"01/27/23 00:00:00",,,,
1298,19317,,,18,,,,"01/27/23 00:00:00",,,,
1299,5301,,,38,,,,"01/27/23 00:00:00",,,,
1300,8129,,,18,,,,"01/27/23 00:00:00",,,,
1301,16948,,,18,,,,"01/27/23 00:00:00",,,,
1302,8128,,,18,,,,"01/27/23 00:00:00",,,,
1303,5614,,,23,,,,"01/27/23 00:00:00",,,,
1304,20256,,,54,,,,"01/27/23 00:00:00",,,,
1305,14715,,,29,,,,"01/27/23 00:00:00",,,,
1306,16959,,,18,,,,"01/27/23 00:00:00",,,,
1307,22540,,,12,,,,"01/27/23 00:00:00",,,,
1308,9094,,,29,,,,"01/27/23 00:00:00",,,,
1309,23483,,,45,,,,"01/27/23 00:00:00",,,,
1310,24097,,,3,,,,"01/27/23 00:00:00",,,,
1311,6009,,,17,,,,"01/27/23 00:00:00",,,,
1312,5757,,,23,,,,"01/27/23 00:00:00",,,,
1313,4048,,,23,,,,"01/27/23 00:00:00",,,,
1314,8940,,,18,,,,"01/27/23 00:00:00",,,,
1315,14913,,,54,,,,"01/27/23 00:00:00",,,,
1316,25149,,,54,,,,"01/27/23 00:00:00",,,,
1317,6999,,,3,,,,"01/27/23 00:00:00",,,,
1318,20258,,,54,,,,"01/27/23 00:00:00",,,,
1319,6650,,,38,,,,"01/27/23 00:00:00",,,,
1320,13818,,,45,,,,"01/27/23 00:00:00",,,,
1321,19084,,,18,,,,"01/27/23 00:00:00",,,,
1322,22694,,,3,,,,"01/27/23 00:00:00",,,,
1323,6274,,,54,,,,"01/27/23 00:00:00",,,,
1324,6015,,,3,,,,"01/27/23 00:00:00",,,,
1325,24174,,,45,,,,"01/27/23 00:00:00",,,,
1326,17063,,,54,,,,"01/27/23 00:00:00",,,,
1327,22123,,,3,,,,"01/27/23 00:00:00",,,,
1328,24156,,,29,,,,"01/27/23 00:00:00",,,,
1329,4899,,,23,,,,"01/27/23 00:00:00",,,,
1330,3212,,,75,,,,"01/27/23 00:00:00",,,,
1331,16545,,,38,,,,"01/27/23 00:00:00",,,,
1332,20487,,,3,,,,"01/27/23 00:00:00",,,,
1333,6284,,,23,,,,"01/27/23 00:00:00",,,,
1334,2921,,,23,,,,"01/27/23 00:00:00",,,,
1335,15941,,,23,,,,"01/27/23 00:00:00",,,,
1336,16734,,,23,,,,"01/27/23 00:00:00",,,,
1337,4769,,,23,,,,"01/27/23 00:00:00",,,,
1338,6424,,,54,,,,"01/27/23 00:00:00",,,,
1339,17828,,,18,,,,"01/27/23 00:00:00",,,,
1340,16939,,,38,,,,"01/27/23 00:00:00",,,,
1341,5300,,,54,,,,"01/27/23 00:00:00",,,,
1342,2789,,,38,,,,"01/27/23 00:00:00",,,,
1343,2970,,,23,,,,"01/27/23 00:00:00",,,,
1344,25054,,,23,,,,"01/27/23 00:00:00",,,,
1345,19678,,,23,,,,"01/27/23 00:00:00",,,,
1346,17010,,,54,,,,"01/27/23 00:00:00",,,,
1347,21353,,,54,,,,"01/27/23 00:00:00",,,,
1348,2447,,,54,,,,"01/27/23 00:00:00",,,,
1349,6285,,,23,,,,"01/27/23 00:00:00",,,,
1350,7855,,,18,,,,"01/27/23 00:00:00",,,,
1351,6158,,,23,,,,"01/27/23 00:00:00",,,,
1352,8956,,,18,,,,"01/27/23 00:00:00",,,,
1353,4925,,,18,,,,"01/27/23 00:00:00",,,,
1354,21992,,,18,,,,"01/27/23 00:00:00",,,,
1355,17820,,,18,,,,"01/27/23 00:00:00",,,,
1356,15824,,,18,,,,"01/27/23 00:00:00",,,,
1357,9055,,,17,,,,"01/27/23 00:00:00",,,,
1358,16361,,,18,,,,"01/27/23 00:00:00",,,,
1359,18736,,,45,,,,"01/27/23 00:00:00",,,,
1360,16600,,,18,,,,"01/27/23 00:00:00",,,,
1361,19037,,,18,,,,"01/27/23 00:00:00",,,,
1362,5837,,,18,,,,"01/27/23 00:00:00",,,,
1363,18691,,,18,,,,"01/27/23 00:00:00",,,,
1364,8338,,,18,,,,"01/27/23 00:00:00",,,,
1365,8838,,,18,,,,"01/27/23 00:00:00",,,,
1366,16476,,,18,,,,"01/27/23 00:00:00",,,,
1367,19033,,,18,,,,"01/27/23 00:00:00",,,,
1368,18775,,,18,,,,"01/27/23 00:00:00",,,,
1369,5603,,,54,,,,"01/27/23 00:00:00",,,,
1370,18546,,,18,,,,"01/27/23 00:00:00",,,,
1371,16608,,,18,,,,"01/27/23 00:00:00",,,,
1372,9074,,,18,,,,"01/27/23 00:00:00",,,,
1373,16635,,,18,,,,"01/27/23 00:00:00",,,,
1374,18245,,,18,,,,"01/27/23 00:00:00",,,,
1375,18547,,,18,,,,"01/27/23 00:00:00",,,,
1376,6815,,,45,,,,"01/27/23 00:00:00",,,,
1377,4845,,,18,,,,"01/27/23 00:00:00",,,,
1378,5432,,,45,,,,"01/27/23 00:00:00",,,,
1379,22257,,,18,,,,"01/27/23 00:00:00",,,,
1380,4317,,,18,,,,"01/27/23 00:00:00",,,,
1381,16908,,,18,,,,"01/27/23 00:00:00",,,,
1382,21584,,,18,,,,"01/27/23 00:00:00",,,,
1383,16766,,,18,,,,"01/27/23 00:00:00",,,,
1384,16166,,,18,,,,"01/27/23 00:00:00",,,,
1385,7746,,,18,,,,"01/27/23 00:00:00",,,,
1386,16335,,,18,,,,"01/27/23 00:00:00",,,,
1387,16856,,,18,,,,"01/27/23 00:00:00",,,,
1388,25227,,,18,,,,"01/27/23 00:00:00",,,,
1389,16296,,,18,,,,"01/27/23 00:00:00",,,,
1390,16960,,,18,,,,"01/27/23 00:00:00",,,,
1391,25231,,,18,,,,"01/27/23 00:00:00",,,,
1392,25165,,,18,,,,"01/27/23 00:00:00",,,,
1393,16379,,,18,,,,"01/27/23 00:00:00",,,,
1394,6476,,,38,,,,"01/27/23 00:00:00",,,,
1395,3214,,,38,,,,"01/27/23 00:00:00",,,,
1396,3160,,,38,,,,"01/27/23 00:00:00",,,,
1397,7432,,,38,,,,"01/27/23 00:00:00",,,,
1398,9007,,,38,,,,"01/27/23 00:00:00",,,,
1399,19579,,,45,,,,"01/27/23 00:00:00",,,,
1400,9057,,,17,,,,"01/27/23 00:00:00",,,,
1401,5429,,,45,,,,"01/27/23 00:00:00",,,,
1402,5185,,,38,,,,"01/27/23 00:00:00",,,,
1403,3945,,,52,,,,"01/27/23 00:00:00",,,,
1404,24162,,,54,,,,"01/27/23 00:00:00",,,,
1405,14137,,,23,,,,"01/27/23 00:00:00",,,,
1406,5261,,,56,,,,"01/27/23 00:00:00",,,,
1407,8980,,,54,,,,"01/27/23 00:00:00",,,,
1408,23400,,,45,,,,"01/27/23 00:00:00",,,,
1409,23898,,,54,,,,"01/27/23 00:00:00",,,,
1410,7464,,,54,,,,"01/27/23 00:00:00",,,,
1411,25464,,,38,,,,"01/27/23 00:00:00",,,,
1412,8411,,,38,,,,"01/27/23 00:00:00",,,,
1413,8082,,,38,,,,"01/27/23 00:00:00",,,,
1414,6651,,,38,,,,"01/27/23 00:00:00",,,,
1415,4564,,,38,,,,"01/27/23 00:00:00",,,,
1416,3155,,,38,,,,"01/27/23 00:00:00",,,,
1417,3684,,,38,,,,"01/27/23 00:00:00",,,,
1418,6445,,,38,,,,"01/27/23 00:00:00",,,,
1419,8895,,,38,,,,"01/27/23 00:00:00",,,,
1420,6573,,,38,,,,"01/27/23 00:00:00",,,,
1421,7349,,,38,,,,"01/27/23 00:00:00",,,,
1422,5020,,,38,,,,"01/27/23 00:00:00",,,,
1423,3534,,,54,,,,"01/27/23 00:00:00",,,,
1424,22808,,,54,,,,"01/27/23 00:00:00",,,,
1425,16058,,,38,,,,"01/27/23 00:00:00",,,,
1426,2781,,,36,,,,"01/27/23 00:00:00",,,,
1427,6435,,,23,,,,"01/27/23 00:00:00",,,,
1428,5760,,,23,,,,"01/27/23 00:00:00",,,,
1429,3197,,,23,,,,"01/27/23 00:00:00",,,,
1430,5752,,,23,,,,"01/27/23 00:00:00",,,,
1431,3919,,,23,,,,"01/27/23 00:00:00",,,,
1432,24017,,,45,,,,"01/27/23 00:00:00",,,,
1433,5711,,,23,,,,"01/27/23 00:00:00",,,,
1434,8508,,,18,,,,"01/27/23 00:00:00",,,,
1435,6283,,,18,,,,"01/27/23 00:00:00",,,,
1436,22554,,,23,,,,"01/27/23 00:00:00",,,,
1437,6376,,,23,,,,"01/27/23 00:00:00",,,,
1438,5524,,,23,,,,"01/27/23 00:00:00",,,,
1439,19673,,,23,,,,"01/27/23 00:00:00",,,,
1440,3198,,,23,,,,"01/27/23 00:00:00",,,,
1441,14661,,,23,,,,"01/27/23 00:00:00",,,,
1442,7125,,,23,,,,"01/27/23 00:00:00",,,,
1443,16574,,,23,,,,"01/27/23 00:00:00",,,,
1444,6946,,,38,,,,"01/27/23 00:00:00",,,,
1445,5517,,,23,,,,"01/27/23 00:00:00",,,,
1446,6791,,,23,,,,"01/27/23 00:00:00",,,,
1447,3878,,,23,,,,"01/27/23 00:00:00",,,,
1448,6792,,,23,,,,"01/27/23 00:00:00",,,,
1449,4524,,,43,,,,"01/27/23 00:00:00",,,,
1450,22844,,,23,,,,"01/27/23 00:00:00",,,,
1451,2784,,,18,,,,"01/27/23 00:00:00",,,,
1452,2591,,,23,,,,"01/27/23 00:00:00",,,,
1453,6377,,,23,,,,"01/27/23 00:00:00",,,,
1454,4813,,,23,,,,"01/27/23 00:00:00",,,,
1455,22939,,,23,,,,"01/27/23 00:00:00",,,,
1456,4810,,,23,,,,"01/27/23 00:00:00",,,,
1457,3922,,,23,,,,"01/27/23 00:00:00",,,,
1458,6793,,,23,,,,"01/27/23 00:00:00",,,,
1459,14289,,,23,,,,"01/27/23 00:00:00",,,,
1460,17960,,,54,,,,"01/27/23 00:00:00",,,,
1461,17105,,,54,,,,"01/27/23 00:00:00",,,,
1462,17014,,,54,,,,"01/27/23 00:00:00",,,,
1463,18986,,,38,,,,"01/27/23 00:00:00",,,,
1464,5535,,,23,,,,"01/27/23 00:00:00",,,,
1465,24177,,,45,,,,"01/27/23 00:00:00",,,,
1466,5263,,,38,,,,"01/27/23 00:00:00",,,,
1467,3215,,,38,,,,"01/27/23 00:00:00",,,,
1468,6515,,,38,,,,"01/27/23 00:00:00",,,,
1469,22074,,,54,,,,"01/27/23 00:00:00",,,,
1470,15977,,,38,,,,"01/27/23 00:00:00",,,,
1471,4151,,,38,,,,"01/27/23 00:00:00",,,,
1472,18896,,,38,,,,"01/27/23 00:00:00",,,,
1473,23192,,,38,,,,"01/27/23 00:00:00",,,,
1474,5389,,,21,,,,"01/27/23 00:00:00",,,,
1475,25571,,,18,,,,"01/28/23 00:00:00","01/28/23 23:38:54","jkhaw",,
1476,3022,,,5,,,,"01/28/23 00:00:00","01/28/23 23:56:24","jkhaw",,
1477,2321,,,18,,,,"01/28/23 00:00:00","01/28/23 23:56:43","jkhaw",,
1478,3372,,,7,,,,"01/28/23 00:00:00","01/28/23 23:57:14","jkhaw",,
1479,1747,,,54,,,,"01/28/23 00:00:00","01/28/23 23:59:42","jkhaw",,
1480,17810,,,18,,,,"01/29/23 00:00:00","01/29/23 00:00:40","jkhaw",,
1481,25572,,,29,,,,"01/29/23 00:00:00","01/29/23 00:11:27","jkhaw",,
1482,25501,,,18,,,,"01/29/23 00:00:00","01/29/23 00:13:50","jkhaw",,
1483,2412,,,52,,,,"01/29/23 00:00:00","01/29/23 00:14:41","jkhaw",,
1484,9694,,,18,,,,"01/29/23 00:00:00","01/29/23 00:15:15","jkhaw",,
1485,17605,,,18,,,,"01/29/23 00:00:00","01/29/23 00:16:26","jkhaw",,
1486,12010,,,18,,,,"01/29/23 00:00:00","01/29/23 00:21:21","jkhaw",,
1487,25573,,,18,,,,"01/29/23 00:00:00","01/29/23 00:22:09","jkhaw",,
1488,22188,,,18,,,,"01/29/23 00:00:00","01/29/23 00:22:52","jkhaw",,
1489,25574,,,18,,,,"01/29/23 00:00:00","01/29/23 00:24:18","jkhaw",,
1490,16349,,,18,,,,"01/29/23 00:00:00","01/29/23 00:26:14","jkhaw",,
1491,9824,,,18,,,,"01/29/23 00:00:00","01/29/23 00:51:54","jkhaw",,
1492,18712,,,54,,,,"01/29/23 00:00:00","01/29/23 00:52:52","jkhaw",,
1493,25576,,,18,,,,"01/29/23 00:00:00","01/29/23 00:53:48","jkhaw",,
1494,9371,,,18,,,,"01/29/23 00:00:00","01/29/23 12:27:28","jkhaw",,
1495,1234,,,54,,,,"01/29/23 00:00:00","02/25/23 22:18:59","jkhaw",,
1496,2288,,,18,,,,"01/29/23 00:00:00","01/29/23 12:30:39","jkhaw",,
1497,2388,,,18,,,,"01/29/23 00:00:00","01/29/23 12:31:23","jkhaw",,
1498,,,,18,,,,"01/29/23 00:00:00","01/29/23 12:34:51","jkhaw",,
1499,25578,,,18,,,,"01/29/23 00:00:00","01/29/23 12:35:33","jkhaw",,
1500,11067,,,18,,,,"01/29/23 00:00:00","01/29/23 15:06:57","jkhaw",,
1501,25579,,,18,,,,"01/29/23 00:00:00","01/29/23 15:12:30","jkhaw",,
1502,23357,,,18,,,,"01/29/23 00:00:00","01/29/23 15:13:38","jkhaw",,
1503,4460,,,54,,,,"01/29/23 00:00:00","01/29/23 15:14:39","jkhaw",,
1504,25580,,,88,,,,"01/29/23 00:00:00","01/29/23 15:17:04","jkhaw",,
1505,4320,,,18,,,,"01/29/23 00:00:00","01/29/23 15:19:52","jkhaw",,
1506,2917,,,18,,,,"01/29/23 00:00:00","01/29/23 15:21:21","jkhaw",,
1507,4343,,,18,,,,"01/29/23 00:00:00","01/29/23 15:25:17","jkhaw",,
1508,3617,,,18,,,,"01/29/23 00:00:00","01/29/23 15:25:52","jkhaw",,
1509,25581,,,18,,,,"01/29/23 00:00:00","01/29/23 15:28:35","jkhaw",,
1510,3571,,,35,,,,"01/29/23 00:00:00","01/29/23 15:54:07","jkhaw",,
1511,25582,,,18,,,,"01/29/23 00:00:00","01/29/23 15:55:47","jkhaw",,
1512,16791,,,54,,,,"01/29/23 00:00:00","01/29/23 22:36:19","jkhaw",,
1513,25583,,,18,,,,"01/29/23 00:00:00","01/29/23 22:38:24","jkhaw",,
1514,25584,,,18,,,,"01/29/23 00:00:00","01/29/23 23:25:12","jkhaw",,
1515,22253,,,54,,,,"01/29/23 00:00:00","01/29/23 23:27:22","jkhaw",,
1516,25585,,,18,,,,"01/29/23 00:00:00","01/29/23 23:28:54","jkhaw",,
1517,2290,,,18,,,,"01/29/23 00:00:00","01/29/23 23:29:34","jkhaw",,
1518,2218,,"06/30/24 00:00:00",18,,,,"01/29/23 00:00:00","07/02/24 15:41:22","hlo",,
1519,4600,,,45,,,,"01/29/23 00:00:00","01/29/23 23:30:31","jkhaw",,
1520,3239,,,18,,,,"01/29/23 00:00:00","01/29/23 23:31:26","jkhaw",,
1521,25586,,,18,,,,"01/29/23 00:00:00","01/29/23 23:47:11","jkhaw",,
1522,16181,,,18,,,,"01/30/23 00:00:00","01/30/23 00:04:13","jkhaw",,
1523,19094,,,45,,,,"01/30/23 00:00:00","01/30/23 00:05:17","jkhaw",,
1525,3846,,,54,,,,"01/30/23 00:00:00","01/30/23 00:06:05","jkhaw",,
1526,2260,,,18,,,,"01/30/23 00:00:00","01/30/23 00:06:22","jkhaw",,
1527,3602,,,18,,,,"01/30/23 00:00:00","01/30/23 00:06:54","jkhaw",,
1528,25587,,,18,,,,"01/30/23 00:00:00","01/30/23 00:07:57","jkhaw",,
1529,25588,,,18,,,,"01/30/23 00:00:00","01/30/23 00:30:58","jkhaw",,
1530,1756,,,18,,,,"01/30/23 00:00:00","01/30/23 00:31:46","jkhaw",,
1531,4659,,,18,,,,"01/30/23 00:00:00","01/30/23 01:02:00","jkhaw",,
1532,9466,,,18,,,,"01/30/23 00:00:00","01/30/23 01:02:39","jkhaw",,
1533,25589,,,18,,,,"01/30/23 00:00:00","01/30/23 01:03:53","jkhaw",,
1534,25590,,,18,,,,"01/30/23 00:00:00","01/30/23 01:12:51","jkhaw",,
1535,1753,,,54,,,,"01/30/23 00:00:00","01/30/23 01:16:58","jkhaw",,
1536,25591,,,18,,,,"01/30/23 00:00:00","01/30/23 01:18:12","jkhaw",,
1537,2129,,,18,,,,"01/30/23 00:00:00","01/30/23 01:36:28","jkhaw",,
1538,25592,,,18,,,,"01/30/23 00:00:00","01/30/23 01:39:20","jkhaw",,
1539,25468,,,54,,,,"01/30/23 00:00:00","01/30/23 01:45:40","jkhaw",,
1540,18969,,,19,,,,"01/30/23 00:00:00","01/30/23 01:46:39","jkhaw",,
1541,25593,,,45,,,,"01/30/23 00:00:00","01/30/23 02:00:21","jkhaw",,
1542,2826,,,45,,,,"01/30/23 00:00:00","01/30/23 02:01:29","jkhaw",,
1543,7578,,,54,,,,"01/30/23 00:00:00","01/30/23 02:02:05","jkhaw",,
1544,25594,,,51,,,,"01/30/23 00:00:00","01/30/23 02:02:49","jkhaw",,
1545,5558,,,54,,,,"01/30/23 00:00:00","01/30/23 02:03:54","jkhaw",,
1546,25595,,,54,,,,"01/30/23 00:00:00","01/30/23 02:05:04","jkhaw",,
1547,4340,,,51,,,,"01/30/23 00:00:00","01/30/23 02:07:44","jkhaw",,
1548,15620,,,38,,,,"01/30/23 00:00:00","01/30/23 02:16:08","jkhaw",,
1549,3675,,,17,,,,"01/30/23 00:00:00","03/16/23 16:47:59","jkhaw",,
1550,25596,,,15,,,,"01/30/23 00:00:00","01/30/23 02:25:26","jkhaw",,
1551,25597,,,45,,,,"01/30/23 00:00:00","01/30/23 02:18:55","jkhaw",,
1552,1819,,,54,,,,"01/30/23 00:00:00","01/30/23 02:23:50","jkhaw",,
1553,25627,,,23,,,,"01/30/23 00:00:00","01/30/23 11:08:14","rtang",,
1554,2548,,,19,,,,"01/30/23 00:00:00","01/30/23 15:15:54","jkhaw",,
1555,4086,,,19,,,,"01/30/23 00:00:00","01/30/23 15:16:30","jkhaw",,
1556,2549,,,45,,,,"01/30/23 00:00:00","01/30/23 15:16:57","jkhaw",,
1557,2885,,,53,,,,"01/30/23 00:00:00","01/30/23 15:18:18","jkhaw",,
1558,25629,,,19,,,,"01/30/23 00:00:00","01/30/23 15:20:24","jkhaw",,
1559,2673,,,45,,,,"01/30/23 00:00:00","01/30/23 15:52:02","jkhaw",,
1560,9135,,,45,,,,"01/30/23 00:00:00","01/30/23 15:52:40","jkhaw",,
1561,14623,,,45,,,,"01/30/23 00:00:00","01/30/23 15:53:19","jkhaw",,
1562,2807,,,17,,,,"01/30/23 00:00:00","01/30/23 15:54:49","jkhaw",,
1563,8700,,,39,,,,"01/30/23 00:00:00","01/30/23 15:56:05","jkhaw",,
1564,14121,,,54,,,,"01/30/23 00:00:00","01/30/23 15:56:47","jkhaw",,
1565,25630,,,45,,,,"01/30/23 00:00:00","01/30/23 15:57:31","jkhaw",,
1566,2072,,,45,,,,"01/30/23 00:00:00","01/21/24 15:15:13","eugeniang",,
1567,3412,,,19,,,,"01/30/23 00:00:00","01/30/23 16:26:32","jkhaw",,
1568,1455,,,38,,,,"01/30/23 00:00:00","07/05/23 16:13:32","vlee",,
1569,25632,,,17,,,,"01/30/23 00:00:00","01/30/23 16:28:14","jkhaw",,
1570,25633,,,54,,,,"01/30/23 00:00:00","01/30/23 16:29:38","jkhaw",,
1571,25634,,,19,,,,"01/30/23 00:00:00","01/30/23 16:30:44","jkhaw",,
