ID_Docu,Date_Docu,Hyperlink_Docu,File_Name_1,Description_Docu,Remarks_Docu,Link Investor ID (Source_Name_1),Date entered_Docu,LastModified_Docu,UpdatedBy_Docu,xx Link Investee ID (Source_Name_2)
10894,"11/27/23 00:00:00","https://eqtgroup.com/news/2023/bpea-eqt-mid-market-growth-to-acquire-a-majority-stake-in-hrbrain-a-fast-growing-hr-software-provider-in-japan/","0000010894.pdf","BPEA EQT Mid-Market Growth to acquire a majority stake in HRBrain, a fast-growing HR software provider in Japan",,24043,"12/01/23 00:00:00","12/01/23 13:17:38","rtang",
11040,"12/07/23 00:00:00","https://www.klook.com/newsroom/funding-seriesE+/?spm=Newsroom.NewsHeaderArticle&clickId=a3fa2c72bb","0000011040.pdf",,,22435,"12/15/23 00:00:00","12/15/23 15:43:52","vlee",
11152,"12/22/23 00:00:00","https://eqtgroup.com/news/2023/bpea-eqt-mid-market-growth-to-acquire-a-majority-stake-in-indium-software-a-fast-growing-digital-engineering-company-in-india/","0000011152.pdf",,,24043,"12/27/23 00:00:00","12/27/23 18:15:39","jkhaw",
11338,"01/16/24 00:00:00",,"0000011338.pdf","General",,1767,"01/18/24 00:00:00","01/18/24 14:13:10","hlo",
11414,"01/29/24 00:00:00","https://www.marr.jp/shared_files/contents/manews/49/49328/49328.pdf","0000011414.pdf","TOB document (commencement of TOB in Jan 2024)",,9938,"01/31/24 00:00:00","01/31/24 09:53:59","rtang",
11415,"01/29/24 00:00:00","http://ke.kabupro.jp/tsp/20240129/140120240125519067.pdf","0000011415.pdf","TOB document (commencement of TOB in Jan 2024)",,9938,"01/31/24 00:00:00","01/31/24 13:01:16","rtang",
11416,"01/29/24 00:00:00","https://www.marr.jp/shared_files/contents/manews/49/49328/49328.pdf","0000011416.pdf","google translate",,17280,"01/31/24 00:00:00","01/31/24 13:01:43","rtang",
11417,"01/29/24 00:00:00","http://ke.kabupro.jp/tsp/20240129/140120240125519067.pdf","0000011417.pdf","google  translate",,17280,"01/31/24 00:00:00","01/31/24 13:02:45","rtang",
11642,"02/26/24 00:00:00","https://www.wam.ae/en/article/13sajn3-goldman-sachs-mubadala-sign-us1bn-private-credit","0000011642.pdf","Investment info",,7672,"02/26/24 00:00:00","02/26/24 17:20:05","hlo",
11719,"03/05/24 00:00:00","https://www.benesse-hd.co.jp/en/ir/doc/library/Vaij.pdf","0000011719.pdf","EQT tender offer result of Benesse Holdings Inc (English version)",,9938,"03/05/24 00:00:00","03/05/24 19:39:34","rtang",
11720,"03/05/24 00:00:00","https://www.benesse-hd.co.jp/ja/ir/doc/library/sKgs.pdf","0000011720.pdf","EQT tender offer result of Benesse Holdings Inc (Japanese version)",,9938,"03/05/24 00:00:00","03/05/24 19:40:19","rtang",
11764,"03/20/18 00:00:00","https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/impact-micro-ventures-mpokket-to-get-50000-each-from-vilcap/printarticle/63375291.cms","0000011764.pdf",,,17212,"03/13/24 00:00:00","03/13/24 02:10:42","jkhaw",
11765,"03/05/24 00:00:00","https://www.vccircle.com/lendingtechplatform-mpokket-secures-60-mn-debt-facility-from-bpea-credit","0000011765.pdf",,,17227,"03/13/24 00:00:00","03/13/24 02:14:33","jkhaw",
11938,"04/01/24 00:00:00","https://www.ggvc.com/","0000011938.pdf","General",,1445,"04/01/24 00:00:00","04/01/24 11:02:58","hlo",
12113,"04/01/24 00:00:00","https://www.bpeacredit.com/insights/veranda-learning-raises-inr-4-250mn-us-51mn-ncd-from-bpea-credit","0000012113.pdf",,,24820,"04/18/24 00:00:00","04/18/24 14:10:26","jkhaw",
12316,"04/25/24 00:00:00","https://www.reuters.com/business/finance/morgan-stanley-pe-asia-reorganise-regional-teams-ceo-steps-down-2024-04-25/#:~:text=HONG%20KONG%2C%20April%2025%20(Reuters,internal%20memo%20seen%20by%20Reuters.","0000012316.pdf","People on the Move",,10824,"04/26/24 00:00:00","04/26/24 13:13:22","hlo",
12407,"05/07/24 00:00:00","https://www.linkedin.com/in/kaushik-subramaniam-61812a138/?originalSubdomain=in","0000012407.pdf","People on the Move",,12506,"05/07/24 00:00:00","05/07/24 12:34:56","hlo",
12408,"05/06/24 00:00:00","https://www.vccircle.com/japanesepe-advantage-partners-set-for-india-play-hires-ex-apollo-global-exec-to-lead","0000012408.pdf","People on the Move",,17227,"05/07/24 00:00:00","05/07/24 12:35:41","hlo",
13078,"07/01/24 00:00:00","https://pressroom.ifc.org/all/pages/PressDetail.aspx?ID=28257","0000013078.pdf","People on the Move",,1526,"07/02/24 00:00:00","07/02/24 14:42:12","hlo",
13083,"07/01/24 00:00:00","https://matrix.vc/international","0000013083.pdf","Rebranding",,1587,"07/02/24 00:00:00","07/02/24 15:37:32","hlo",
13170,"07/05/24 00:00:00","https://www.nishimura.com/en/experience/work/96552","0000013170.pdf","EQT - Acquisition of shares in HRBrain, Inc. Work _ Nishimura & Asahi.   Printed on 5 Jul 2024",,,"07/05/24 00:00:00","07/05/24 19:33:48","rtang",
13171,"05/22/24 00:00:00","https://www.cppinvestments.com/newsroom/cpp-investments-net-assets-total-632-3-billion-at-2024-fiscal-year-end/","0000013171.pdf","Canada Pension Plan Investment Board (CPP Investments) ended its fiscal year on March 31, 2024",,2229,"07/05/24 00:00:00","07/05/24 19:44:28","rtang",
13254,"07/17/24 00:00:00","https://warburgpincus.com/2024/07/17/warburg-pincus-names-jeffrey-perlman-chief-executive-officer/","0000013254.pdf","People on the Move",,1817,"07/18/24 00:00:00","07/18/24 09:22:53","hlo",
13355,"03/31/24 00:00:00",,"0000013355.pdf",,,27123,"07/30/24 00:00:00","07/30/24 15:01:14","blam",
13375,"03/19/24 00:00:00","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=/Footer/About%20Us/Other%20stakeholders%27%20Information/2024/March/15/21/Regulations-30-51-and-51.pdf","0000013375.pdf",,,4343,"07/31/24 00:00:00","07/31/24 10:22:07","jkhaw",
13376,"03/07/24 00:00:00","https://www.hdfccredila.com/financials/2023-24/EGM_on_March_07_2024.pdf","0000013376.pdf",,,27123,"07/31/24 00:00:00","07/31/24 10:34:15","jkhaw",
13377,"07/30/24 00:00:00",,"0000013377.xlsx",,,,"07/31/24 00:00:00","07/31/24 10:37:41","jkhaw",
13555,"08/15/24 00:00:00","https://www.linkedin.com/posts/suyi-kim-1aa7425_as-suyi-kim-closes-a-significant-chapter-activity-7229515439427506176-37IG?utm_source=share&utm_medium=member_desktop","0000013555.pdf","People on the Move",,12506,"08/15/24 00:00:00","08/15/24 14:12:51","hlo",
13556,"08/14/24 00:00:00","https://www.cppinvestments.com/newsroom/cpp-investments-announces-senior-executive-appointment-aug14/","0000013556.pdf","People on the Move",,2229,"08/15/24 00:00:00","08/15/24 14:16:46","hlo",
13628,"08/16/24 00:00:00","https://www.businesswire.com/news/home/20240816435002/en/PropertyGuru-Enters-into-Definitive-Merger-Agreement-to-be-Acquired-by-EQT-Private-Capital-Asia-for-USD-1.1-Billion","0000013628.pdf",,,17357,"08/20/24 00:00:00","08/20/24 09:49:52","jkhaw",
13712,"07/25/24 00:00:00","https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/bpea-credit-commits-rs-250-crore-to-dmw-group/printarticle/112012918.cms","0000013712.pdf",,,17212,"08/26/24 00:00:00","08/26/24 16:01:47","jkhaw",
14163,"09/09/24 00:00:00","https://eqtgroup.com/news/2024/eqt-to-acquire-gebbs-healthcare-solutions-a-leading-healthcare-technology-solutions-provider/","0000014163.pdf",,,1416,"09/25/24 00:00:00","09/25/24 23:21:42","jkhaw",
14164,"09/09/24 00:00:00","https://www.reuters.com/markets/deals/eqt-acquire-gebbs-healthcare-solutions-over-850-mln-sources-say-2024-09-09/","0000014164.pdf",,,10824,"09/25/24 00:00:00","09/25/24 23:31:24","jkhaw",
14348,"10/14/24 00:00:00","https://www.linkedin.com/in/vincent-ng-662348/","0000014348.pdf","People on the Move",,12506,"10/15/24 00:00:00","10/15/24 14:07:57","hlo",
14349,"10/12/24 00:00:00","KN's email","0000014349.pdf","People on the Move",,,"10/15/24 00:00:00","10/15/24 14:09:47","hlo",
14380,"10/16/24 00:00:00","https://www.linkedin.com/posts/ascertis-credit_ascertiscredit-rebranding-privatecredit-activity-7252165793428209664-Yxg_?utm_source=share&utm_medium=member_desktop","0000014380.pdf","Rebranding",,31508,"10/17/24 00:00:00","10/17/24 12:18:37","hlo",
14725,"11/19/24 00:00:00","https://www.sec.gov/Archives/edgar/data/1085869/000119312524160795/d834503dprer14a.htm","0000014725.pdf",,,18492,"11/19/24 00:00:00","11/19/24 11:58:08","jma",
14726,"11/19/24 00:00:00","https://www.businesswire.com/news/home/20240505881094/en/Perficient-to-be-Acquired-by-EQT-for-Approximately-3.0-Billion","0000014726.pdf",,,17509,"11/19/24 00:00:00","11/19/24 11:59:59","jma",
14963,"12/05/24 00:00:00","https://www.linkedin.com/in/eugenia-mok-66b3b987/?originalSubdomain=hk","0000014963.pdf","People on the Move",,12506,"12/05/24 00:00:00","12/05/24 11:42:08","hlo",
14991,"01/16/24 00:00:00","https://www.indium.tech/blog/eqt-value-india-it-services-mid-market-indium-software/","0000014991.pdf",,,28746,"12/06/24 00:00:00","12/06/24 14:54:26","jkhaw",
15041,"12/13/24 00:00:00",,"0000015041.pdf","People on the Move",,1240,"12/13/24 00:00:00","12/13/24 10:27:50","hlo",
15079,"12/13/24 00:00:00","https://eqtgroup.com/news/2024/eqt-completes-acquisition-of-propertyguru/","0000015079.pdf",,,1416,"12/17/24 00:00:00","12/17/24 15:24:49","jkhaw",
15372,"01/13/25 00:00:00","https://eightroads.com/en/news/eight-roads-welcomes-alex-emery-as-president","0000015372.pdf","People on the Move",,2946,"01/14/25 00:00:00","01/14/25 13:20:52","hlo",
15373,"01/14/25 00:00:00","https://www.linkedin.com/in/alex-emery-b1b67/details/experience/","0000015373.pdf","People on the Move",,2946,"01/14/25 00:00:00","01/14/25 13:24:51","hlo",
15374,"01/13/25 00:00:00","https://www.afr.com/street-talk/pag-asia-capital-hires-kkr-dealmaker-for-credit-strategy-20250113-p5l3vd","0000015374.pdf","People on the Move",,17221,"01/14/25 00:00:00","01/14/25 14:00:23","hlo",
15375,"01/14/25 00:00:00","https://www.linkedin.com/in/ben-hall-63aa92143/?originalSubdomain=au","0000015375.pdf","People on the Move",,12506,"01/14/25 00:00:00","01/14/25 14:01:26","hlo",
15420,"01/14/25 00:00:00","https://www.intel.com/content/www/us/en/newsroom/news/intel-news-jan-2025.html#gs.jqybss","0000015420.pdf","spin off Intel Capital",,12072,"01/16/25 00:00:00","01/16/25 12:09:36","hlo",
15421,"01/14/25 00:00:00","https://www.intelcapital.com/intel-capital-to-become-standalone-investment-fund/","0000015421.pdf","spin off Intel Capital",,1524,"01/16/25 00:00:00","01/16/25 12:09:31","hlo",
15608,"02/04/25 00:00:00","https://www.gic.com.sg/newsroom/all/gic-senior-leadership-appointments-2/","0000015608.pdf","People on the Move",,1446,"02/05/25 00:00:00","02/05/25 10:54:40","hlo",
15737,"02/11/25 00:00:00","https://www.businesswire.com/news/home/20250211163358/en/Klook-Closes-100-Million-Investment-to-Fuel-Next-Decade-of-Travel-Experiences-Growth","0000015737.pdf",,,17222,"02/12/25 00:00:00","02/12/25 14:13:06","vlee",
15748,"02/11/25 00:00:00","https://x.com/shaileshlakhani/status/1889228139181842553","0000015748.pdf","People on the Move",,,"02/12/25 00:00:00","02/12/25 16:13:54","hlo",
15749,"02/11/25 00:00:00","https://www.linkedin.com/feed/update/urn:li:activity:7295004553240879105/","0000015749.pdf","People on the Move",,12506,"02/12/25 00:00:00","02/12/25 16:14:19","hlo",
15761,"02/12/25 00:00:00","https://www.cppinvestments.com/newsroom/cpp-investments-net-assets-total-699-6-billion-at-third-quarter-fiscal-2025/","0000015761.pdf","CPP Investments Net Assets Total $699.6 Billion at Third Quarter Fiscal 2025",,2229,"02/13/25 00:00:00","02/13/25 11:07:06","rtang",
15789,"02/12/25 00:00:00","https://www.cppinvestments.com/newsroom/cpp-investments-net-assets-total-699-6-billion-at-third-quarter-fiscal-2025/","0000015789.pdf",,,2229,"02/17/25 00:00:00","02/17/25 11:07:34","jkhaw",
15800,"02/17/25 00:00:00","https://www.qimingvc.com/en/news/qiming-venture-partners-announces-departure-managing-partner-nisa-leung","0000015800.pdf","People on the Move",,1693,"02/18/25 00:00:00","02/18/25 11:31:22","hlo",
15801,"02/17/25 00:00:00","https://www.linkedin.com/in/nisal1/","0000015801.pdf","People on the Move",,12506,"02/18/25 00:00:00","02/18/25 11:32:57","hlo",
16006,"02/26/25 00:00:00","https://www.reuters.com/business/chinas-hongshan-hires-ex-bain-capital-dealmaker-new-japan-push-sources-say-2025-02-26/","0000016006.pdf","People on the Move",,10824,"02/27/25 00:00:00","02/27/25 12:05:09","hlo",
16007,"02/27/25 00:00:00","https://www.linkedin.com/in/komi-kyu-02241154/?originalSubdomain=jp","0000016007.pdf","People on the Move",,12506,"02/27/25 00:00:00","02/27/25 12:05:51","hlo",
16319,"03/05/25 00:00:00","https://www.linkedin.com/posts/thakurshraeyansh_i-am-excited-to-share-some-personal-news-activity-7303036031493189633-9rYu?utm_source=share&utm_medium=member_desktop&rcm=ACoAAA-WkRABQWRv3XTaLqeTcW7xHf0sRJh51Q8","0000016319.pdf","People on the Move",,12506,"03/06/25 00:00:00","03/06/25 16:04:41","hlo",
16449,"03/12/25 00:00:00","https://www.bnnbloomberg.ca/business/international/2025/03/12/canadas-pension-giant-taps-ben-meng-calpers-ex-cio-to-steer-active-bets/","0000016449.pdf","People on the Move",,18357,"03/14/25 00:00:00","03/14/25 10:31:00","hlo",
16450,"03/14/25 00:00:00","https://www.asiaasset.com/post/29419-benmengcalp-gte-0313","0000016450.pdf","People on the Move",,,"03/14/25 00:00:00","03/14/25 10:50:53","hlo",
16544,"03/20/25 00:00:00","https://www.scmp.com/business/banking-finance/article/3303112/ontario-teachers-close-hong-kong-office-amid-geopolitical-risks-and-shift-singapore","0000016544.pdf","to close HK office",,17543,"03/20/25 00:00:00","03/20/25 14:48:22","hlo",
16545,"03/20/25 00:00:00","https://www.businesstimes.com.sg/companies-markets/banking-finance/ontario-pension-set-shut-hong-kong-office-china-retreat","0000016545.pdf","to close HK office",,18102,"03/20/25 00:00:00","03/20/25 14:49:31","hlo",
16729,"03/23/25 00:00:00",,"0000016729.pdf","News",,17543,"04/02/25 00:00:00","04/02/25 16:32:03","hlo",
16730,"03/23/25 00:00:00",,"0000016730.pdf","News",,19364,"04/02/25 00:00:00","04/02/25 16:32:43","hlo",
