ID,Identification,Company,Company (Chinese),Displayed Investee Name (English),Link Investor ID (Investee for InvesteeRcd),Displayed Investee Name verification status (20110801),Address 1,Address 2,City,State / Province,Zip / Postal Code,(Old 20110803) Country,Link_Country ID (Investee Location),Registered Address,Address (in Local Language exclude English),E-mail Address,Web site,Tel1_Country_Code,Tel1,Fax1_Country_Code,Fax1,Listing Status,Stock Code,Listed Stock Exchange,Listed Country,Listed Date,Delisted,Delisted Date,Link_Industry ID,Link_Tech_cate_ID_investee,Link_artificial_intelligence_cate_ID_investee,Link_semiconductor_cate_ID_investee,Link_battery_cate_ID_investee,Link_electric_vehicle_cate_ID_investee,Link_real_asset_cate_ID_investee,Link_healthcare_cate_ID_investee,Link_SRI Focus ID,Remarks,Link_Year ID (Investee established year),Link_Month ID (Investee established month),Background,APER-Include in Stock Watch?,Controlling Stake?,Internet related?,Ecommerce,(Old 20111122) Internet related,Infrastructure Deal?,(Old 20111122) Infrastructure Deal,Filing Section,First Day Closing Price,APER-Include in Stock Watch,Document Scanning Date,Date entered_Firm,LastModified_Firm,UpdatedBy_Firm,(Old moved 20110421) Real Estate Deal?
7006,,"Comba Telecom Systems Holdings Ltd","京信通信系統控股有限公司","Comba Telecom Systems Holdings Ltd",,"To be checked by RT","No.10 Shenzhou Road,
Guangzhou Science City
No.8 Science Park West Avenue
Hong Kong Science Park",,"Guangzhou","Guangdong",,,38,,,"comba@comba-telecom.com","http://www.comba-telecom.com/","+86","20 2839 0000","+86","20 2839 0136","Listed","2342.HK","Hong Kong Stock Exchange","Hong Kong","20030715",0,,57,,,,,,,,,,,,"Comba Telecom Systems (Comba) provides the infrastructure and solutions to mobile operators and enterprises to enhance and extend their wireless communications networks.",0,0,0,0,0,0,0,,,"Dead",,,"10/11/11 00:00:00",,0
6803,,"Costa Group Holdings Ltd",,"Costa Group Holdings Ltd",24286,"To be checked by RT","Level 2 768 Lorimer St Port Melbourne Victoria",,,,"3207","AUSTRALIA",3,,,"info@costagroup.com.au","www.costagroup.com.au/","61 3","86451600","61 3","86451672","Private-to-public","CGC","ASX","Australia","20150724",0,,18,,,,,,,,,"Paine & Partners and Costa will form a newly structured private company on a 50/50 owned basis, but financial terms not disclosed",184,1,"Based in Victoria, Costa is Australia's largest private producer, marketer and exporter of premium quality fresh fruit and vegetables. We also provide leading edge logistics and supply chain solutions to the FMCG and Retail sectors; and provide wholesale and market services via Costa Farms.

Costa is one of the few vertically integrated businesses in the industry - and we work very hard to continually improve our offering and maintain our market-leading position.",0,0,0,0,0,0,0,,,,,,"07/19/23 16:07:35","blam",0
9511,,"St George's University",,"St George's University",,,"St. George’s University,University Centre",,,,,,72,,,,"www.sgu.edu",,,,,"Unlisted",,,,,0,,111,,,,,,,,,,223,,"Founded as an independent School of Medicine in 1976, St. George’s University has evolved into a top center of international education, drawing students and faculty from 140 countries to the island of Grenada, in the West Indies. Students attending St. George’s enjoy the benefits of a thriving multicultural environment on the True Blue campus, offering all the amenities and technologically-advanced facilities of a world-class institution.

The University’s over 14,000 graduates include physicians, veterinarians, scientists, and public health and business professionals across the world. The University offers medical, and veterinary degrees in the schools of Medicine and Veterinary Medicine, and independent and dual graduate degrees in the sciences, public health, and business. Undergraduate degree programs are also available through its School of Arts and Sciences. The University programs are accredited and approved by many governing authorities. St. George’s is affiliated with educational institutions worldwide, including the United States, the United Kingdom, Canada, Australia and Ireland.",0,0,0,0,0,0,0,,,,,"08/08/14 00:00:00","08/08/14 18:26:16","jma",0
6076,,"Harbin Electric Inc","哈爾濱泰富電氣有限公司","Harbin Electric Inc",,"To be checked by RT","No. 9 Ha Ping Xi Lu, Ha Ping Lu Ji Zhong Qu, Harbin Kai Fa Qu",,,,"150060","PEOPLE'S REPUBLIC OF CHINA",38,,,"IR@HarbinElectric.com","www.harbinelectric.com","86 451","8611-6757",,,"Listed","HRBN.NASDAQ","NASDAQ","U.S.A.",,0,,39,,,,,,,,,"Oct 2010: only preliminary non-binding proposal. The management currently owns 31.1% stake in the company. The portion of debt financing for acquisition from Goldman Sachs (US$425m senior secured credit facilities and US$45m junior secured mezzanine facility) is not known, will need to update PE portion amount later.
Calculation:
US$754.44m Equity Value based on offer price US$24 per share, and 31.06m shares.
US$757.06m Enterprise Value based on Equity Value + Net Debt US$11.62m as at 30 June 2010
DH: Nov2010, Baring Private Equity will now pull out from backing the MBO, although they might in the future provide upto 10% of the funding, but this is not obligated. The management will seek for alternative financing for the transaction.",,,"HQ in Harbin, China, the company is a developer and manufacturer of a wide array of electric motors with a focus on innovative, customized and value-added products. Its major product lines include linear motors, automobile specialty micro-motors, and industrial rotary motors.",0,0,0,0,0,0,0,,,,,,"08/22/16 11:36:29","vip",0
6114,,"Capital Trust Ltd",,"Capital Trust Ltd",,"To be checked by RT","Capital Trust House, 47 Community Centre","Friends Colony","New Delhi",,"110025","INDIA",18,,,"info@capital-trust.com","http://www.capital-trust.com/","91 011","41627007",,,"Listed","511505.BO","Bombay Stock Exchange","India",,0,,145,,,,,,,,5,"(Nov 2010) (Failed): Taj Capital acquires 1.3m equity shares at Rs.67 each.
2nd (Failed): Taj Capital acquires 1.3m fully convertible warrants. Still pending as Taj Capital has not converted the warrants as of 7 Jan 2011.
Per announcement on 29 Jun 2011 the deal was cancelled due to ""ongoing turmoil / uncertainty prevailing in the Microfinance sector""

1st (Feb/2016): Lighthouse Emerging India Investors Ltd. to subscribe 2,825,000 shares @ INR 217.0/share

2nd (2018 Jul): On 31 Jul 2018, Capital Trust allotted 7500 senior, secured, rated, listed, taxable, redeemable non-convertible debentures aggregating to INR750 million to BPEA India Credit Investments Trust II.   It has on 20 Jul 2018 saying that the Board of Directors has approved the issued of such non-convertible debentures of up to INR1.5 billion but did not say whether all the debentures are to BPEA.  Other news said BPEA is the party to invest INR1.5 billion in different tranches.",,,"Capital Trust was established in 1985 by eminent bankers and industry professionals. Mr. K.R. Puri Ex Governor Reserve Bank of India and Mr. H.S. Beg Ex Chief Justice of India were two of the first professionals to join the firm.

Since inception, Capital Trust Ltd. had been engaged in hire-purchasing and leasing of plant and machinery, office equipment and two wheelers.  In May 2008, however, Capital Trust shifted its business strategy to focus exclusively on microfinance activities from hire-purchase and lease of two wheelers, plant and machinery and office equipment to businesses and consumers. The company has also been representing foreign banks in India who do not have branches or representative offices in India.

Capital Trust was incorporated with initial capital of INR 4 million. The Company had its first Public Issue of 6.0 million in December 1985, which was oversubscribed.  The Company came out with a Rights Issue, Right cum public issue in 1992 and 1994.  The current Managing Director along with his associated company increased their equity ownership in July 2009 from 39% to 69% in Capital Trust by repurchasing from other major shareholders. The purchase triggered a Public Offering and in October, 2009 for 1.5 million shares, out of which only 6.27 % shares were offered for sale by the shareholders.

The Company is currently listed on the Bombay Stock Exchange and has over 5,000 shareholders. Its current market capitalization is INR 500 million as of  March 31, 2010 with a market price of INR 60. The Company’s floating stock is 31% and ownership interest is 69%. Average daily volume in the Company’s stock has ranged from 5,000 to 14,000 shares.

The Company has been experiencing rapid growth from its microfinance initiative. The Company reached break-even in the very first year of implementing the micro finance strategy.",0,0,0,0,0,0,0,,,,,,"08/03/18 13:43:04","rtang",0
11702,,"TELUS International (Cda) Inc",,"TELUS International (Cda) Inc",,,,,,,,,39,,,,"www.telusinternational.com",,,,,"Unlisted",,,,,0,,117,,,,,,,,,"1st: TELUS Corp. received CAD 600 m in proceed, as a result of selling 35% stake to Baring Asia at a valuation of CAD1200 m and increasing leverage of TELUS International. We estimate breakdown as follow:
- CAD 1,200 m x 35% = CAD 420 m (sale proceed from share sale)
- CAD (600 - 420) m = CAD180 m (additional proceed from increased leverage)
We estimate that, under the leveraged scenario, Baring invested CAD(420 - 180/65% x 35%) = CAD323 m",31,,"TELUS International is a global provider of customer service, IT, and business process services with more than 22,000 team members around the world, including in the United States, Canada, Europe, Central America and Asia. With over 175 million customer interactions supported annually via voice, email, chat and social media, across the telecommunications, utilities, high tech, gaming, finance, retail, e-commerce, travel and logistics, and health care industries, TELUS International enables customer experience innovation through spirited teamwork, agile thinking, and a caring culture that puts customers first. As the global arm of TELUS (TSX: T, NYSE: TU), TELUS International is backed by a leading national telecommunications company in Canada, with US$10 billion of annual revenue and 12.4 million customer connections.",0,0,0,0,0,0,0,,,,,"05/06/16 00:00:00","05/06/16 17:49:27","jma",0
10453,,"CMS Info Systems Ltd",,"CMS Info Systems Ltd",,,"11th Floor, Silver Metropolis,","Off Western Express Highway, Opposite SRPF Grounds,","Goregaon (East),","Mumbai","400 063",,18,,,"sagar.chemburkar@cms.com","http://www.cms.com/","91","022-67553100",,,"Unlisted",,,,,0,,16,,,,,,,,,"1st: Blackstone and CMS create a new company to hold the firm's IT Infra. Mgmt & Outsourced Business Services divisions.  Blackstone is the controlling & majority shareholder of the new company.
2nd: Baring to buy up 100% of CMS, including Blackstone's entire 56.7% stake in the company",35,,"CMS is uniquely positioned as India’s largest cash management services company. More than 50% of the cash in the entire country is moved by us. We provide safe and secure ATM management, cash delivery and pick-ups, cash-in-transit, dedicated cash vans, currency chest support, cash processing and sorting, and cashiering services.

CMS Info Systems Ltd. was formed in 2009 following an investment by the Blackstone Group to acquire majority stake in certain key businesses of CMS Computers (founded by the late Mr. Ramesh Grover family in 1976). In 2011, CMS Info Systems Ltd. acquired Securitrans India Private Limited (SIPL), the second largest cash management company in India, thus consolidating its position as the leading cash management services company in India.

Cash management services aside, today CMS is also a leader in each of its varied business lines: Managed IT Services, Card Personalization, Print and Digital Solutions,
and IT training.

Our success can be attributed to one simple strategy: We enable clients to focus on their core businesses by freeing them of vital operational functions.

In-depth sector understanding, project management expertise and a deeply entrenched nationwide support network, have contributed to an enviable client roster which includes all leading banks, top retail chains and well-known insurance majors.",0,0,0,0,0,0,0,,,,,"05/15/15 00:00:00","12/09/22 16:35:34","blam",0
6690,,"Cambridge International College",,"Cambridge International College",,"To be checked by RT",,,,,,"AUSTRALIA",3,,,,"http://www.cambridgecollege.com.au/",,,,,"Unlisted",,,,,0,,111,,,,,,,,,"EO 9Jun2011: confirmed Baring PE has invested in the company but don't know when and how much. Some news said the investment date is on 2010 and Baring acquired 60% interest",,,"provide education in Australia, the UK and Canada",0,0,0,0,0,0,0,,,,,,"06/09/11 00:00:00",,0
10764,,"Weetabix Food Company",,"Weetabix Food Company",,,"Kettering",,,"Northamptonshire","NN15 5JR",,56,,,"consumerservice@weetabix.co.uk","www.weetabix.co.uk","44","01536 722181",,,"Unlisted",,,,,0,,19,,,,,,,,,"1st: Accroding to earlier rumours at April, the deal valued Weetabix Ltd at around GBP1.28 bn. Back in 2012, when Brightfood purchased a 60% stake in Weetabix, the net debt is GBP900 m. Assuming the net debt level remained the same, we estimate the deal gives an equtiy value of GBP (1280 - 900)m = GBP380m. 40% equity interest is therfore estimated to be worth GBP152 m (US$237.6 m)",179,,"Weetabix Food Company is the second largest branded manufacturer of cereals and cereal bars in the United Kingdom. Based in Northamptonshire, UK, its family of brands includes Weetabix, Alpen, Ready brek, Weetos, Oatibix and Alpen cereal Bars.  The Weetabix brand has been manufactured and sold in the UK since 1932; today it is the UK’s number one selling, most trusted and most recommended cereal and is one of Britain’s most iconic brands.

The mills at Burton Latimer export to more than 80 countries around the world and for the Weetabix brand all of the wheat is grown within 50 miles of the site.  Weetabix also has manufacturing plants around the world, including at its North American division and other locations globally, employing c. 1,800 staff members across the world.  See www.weetabix.com for links to websites around the globe.
A family controlled company until 2003, Weetabix Food Company is now 60% owned by Bright Food (Group) Co., Ltd, one of the largest Chinese international conglomerates in the food industry, with operations throughout the entire food industrial chain including agriculture, food processing, brand agency service and retail amongst others. Bright Food’s sugar, dairy, wine and retail businesses hold leading positions within their markets. The remaining share capital is largely owned by Lion Capital who have been investors in Weetabix since 2004 and are recognised as a leading investor in the consumer sector having held stakes in brands such as Jimmy Choo, Orangina, Kettle Foods, Picard Surgeles, AllSaints Spitalfields and Bumble Bee Foods.  The firm works in partnership with the management of its companies to strategically transform the businesses in which it invests.",0,0,0,0,0,0,0,,,,,"08/17/15 00:00:00","09/02/15 12:25:50","rtang",0
7517,,"China Yongda Automobiles Services Holdings Ltd","中國永達汽車服務控股有限公司","China Yongda Automobiles Services Holdings Ltd",,,"299 Ruijin Road",,"Shanghai",,"200023",,38,,"上海廬灣區瑞金南路299號","yongdaauto@ydauto.com.cn","www.ydauto.com.cn","86","2163026789","86","2153522427","Private-to-public","3669.HK","The Stock Exchange of Hong Kong","Hong Kong","20120712",0,,4,,,,,,,,,"May 2012: IPO on the SEHK (3669.HK) is postponed
July 2012: The IPO is launched again, scheduled to be listed on July 12 2012. Baring will invest US$80 million while Prax Capital will invest US$24 million.
Sep 2017: based on 2016 annual report and 2017 interim report, assume that Baring purchase secondary convertible bonds at conversion price (principal amount: Rmb180 million/US$29.2 million)",,,"As a leading passenger vehicle retailer and comprehensive service provider in China, Yongda Auto has set up many 4S dealerships, integrating sales, spare parts, service and survey, in many regions of China, such as Shanghai, Beijing, Fujian, Shanxi, Zhejiang, Jiangsu, Hainan and so on. Focusing on luxury and ultra-luxury auto brands, namely, BMW, MINI, Audi, Porsche, Jaguar, Land Rover, Infiniti, Cadillac, Volvo, Buick, Chevrolet, Volkswagen, Toyota, Honda and Nissan, etc, we are committed to providing customers with a comprehensive range of automobile-related services through our ""one-stop shop"" approach, which include sales and after-sales services, auto spare parts & accessories, auto repair, maintenance and decoration services, as well as a wide array of services that we offer in connection with pre-owned vehicles, automobile insurance products, and vehicle inspection.",0,0,0,0,0,0,0,,"HKD6.60",,,,"09/26/17 19:16:08","bchang",0
6676,,"PSB Academy Pte Ltd",,"PSB Academy Pte Ltd",,"To be checked by RT","355 Jalan Bukit Ho Swee Singapore",,,,"169567","SINGAPORE",45,,,,"http://www.psb-academy.edu.sg/","65","6885 1000","65","6276 3103","Unlisted",,,,,0,,111,,,,,,,,,"1st: EO 7Jun2011: Baring PE Asis announced to acquire in full of the tertiary education business of PSB Academy
- Deal Size Estimation by Fund Size (US$2460 m Generalist Fund): US$2460 m x 0.9/15 =  US$147.6 m
2nd: 
After the deal (Jan 2018), ICG Asia Pacific Fund III is 70% invested, versus 60% invested (late December 2017) after the fund invested in Yudo China Holdings
Therefere we estimate that ICG committed 10% of ICG Asia Pacific Fund III (US$659.2 m) = US$65.9 m as equity in this transaction. Assuming a 50/50 debt:equity ratio, the deal size is assumed to around US$65.9 m/50% = US$131.8 m",,,"Once known as Singapore’s Productivity and Standards Board, PSB Academy is known today as “The Future Academy”, with an approach to education that focuses on what really matters: performance in the New Economy. The Academy was conferred “Best Private Education Institution in Singapore” by the Business Excellence and Research Group and earned a PRISM award for its ""Outstanding Overall Corporate Reputation programme"" by the Institute of Public Relations Singapore. It hosts over 12,000 students from over 50 nationalities in its slate of certificate, diploma, degree and postgraduate programmes every year. Students from the Academy enjoy excellent graduation outcomes: Around nine in 10 local/international students found perm/temp employment within six months of graduation; six in 10 benefited from pay raises and/or career progression; and that graduates took 2.1 months on average to find employment.",0,0,0,0,0,0,0,,,,,,"01/24/18 15:56:25","jma",0
6642,,"PT BFI Finance Indonesia Tbk",,"PT BFI Finance Indonesia Tbk",,"To be checked by RT","MNC Tower Lt. 25 (Menara Kebon Siri) Kantor Pusat",,,,,"INDONESIA",19,,,,"http://www.bfi.co.id","21","3910110","21","3912005","Listed","BFIN:IJ","Jakarta Stock Exchange","Indonesia",,0,,16,,,,,,,,,"EO: TPG, Northstar and Boy Garibaldi Thohir form acquisition consortium for 45% stake in US$164m through Trinugraha Capital & Co for average INR4,250 per share through Trinugrada Capital 4,250 Indonesian rupiah per share",,,"provides financial serivces in Indonesia",0,0,0,0,0,0,0,,,,,,"06/14/11 00:00:00",,0
6380,,"RBL Bank Ltd (formerly The Ratnakar Bank Ltd)",,"RBL Bank Ltd (formerly The Ratnakar Bank Ltd)",,"To be checked by RT","Administrative Office: “Mahavir”, Shri Shahu Market Yard,",,"KOLHAPUR","Maharastra","416005","INDIA",18,,,"it@theratnakarbank.com","http://www.theratnakarbank.com","91","231-2650981","91","231-2657386","Private-to-public","540065.BO","Bombay Stock Exchange","India","20160831",0,,8,,,,,,,,,"Feb 2013: IFC is planning to invest up to 1.3 billion rupees (US$24 million) in Ratnakar through preferential allotment.  IFC Project Number: 33000
Apr 2014: CDC invested US$28 million for a 4.8% stake. Assume the other investors paid a same valuation, the Rs3.28 bn (US$54.5 m) round would give 4.8% / 28 x 54.5 = 9.34% stake.
Aug 2016: ChrysCapital bought 844,415 shares at INR225/share as an anchor investor

6th (2017 Aug): RBL issued 32,621,354 shares wiith an issue price at INR515 each and raised INR16,799,997,310.00 from a group of investors, being ABG Capital, CDC Group PLC, Global IVY Ventures, HDFC Standard Life Insurance Co. Ltd, ICICI Lombard General Insurance Co. Ltd, LTR Focus Fund, Multiples Private Equity Fund II LLP, Plenty CI Fund I , Plenty Private Equity Fund, Steadview Capital Mauritius Limited

CDC bought 12,427,184 shares for INR6,399,999,760.00.  Assume the remain amount evenly distributed among the remaining 9 investors/ investment vehicles.  So, assume Multiples Alternate Asset Management bought  6,731,390 shares for INR3,466,665,850.00.  The deal size is estimated at INR9,866,665,610.00 [Calculation: INR6,399,999,760.00  + INR3,466,665,850.00]",190,1,"Inspired by the clarion call for self reliance given by National leaders in the pre-independence era, a group of patriotic, eminent personalities  from various walks of life came together to launch a crusade for economic independence.  On the then scenario of industrialist owned banks catering  to the needs of the rich and realising the limitations of co-operative societies  and co-operative banks, it was decided to establish a commercial bank with the avowed  objective of meeting the needs of the low and middle income segment of the society engaged in trade and commerce.  Motivated by the driving force of Shri. Babgonda Bhujgonda Patil, a distinguished Advocate of Sangli and  Shri. Gangaram Siddhappa Chougule, a renowned merchant of Kolhapur,   ' THE RATNAKAR BANK LTD.,' was born on 6th, August 1943. “Ratnakar” means an ocean, a treasure house of jewels.

In a short span of just 16 years, The Reserve Bank of India conferred the status of SCHEDULED BANK on THE RATNAKAR BANK LTD., in 1959.  The Bank, by its conscious decision of serving, basically, Kolhapur and Sangli districts, has in the past preferred to grow into an institution of immense internal strength in preference to size. Now, in keeping with the present day challenges the Bank has embarked on a modernisation and expansion programme with the objective of consolidating its strengths by achieving recognition for its development in size, as well.",0,0,0,0,0,0,0,,"299.3",,,,"08/16/17 18:27:04","rtang",0
8808,,"emids Technologies Pvt Ltd.",,"emids Technologies Pvt Ltd.",,,"318 Seaboard Ln,Suite 110",,"Franklin","TN","37067",,54,,,"info@emids.com","www.emids.com","1","615 332 7701",,,"Unlisted",,,,,0,,144,,,,,,,,,,25,1,"emids Technologies provides Healthcare Information Technology (HIT) and Business Process Outsourcing (BPO) services to the healthcare industry. emids offers a complete range of services by leveraging focused healthcare domain expertise, a strong global delivery methodology and partnerships with leading technology providers. emids’s mission is to provide high quality and cost optimized services to the healthcare universe.",0,0,0,0,0,0,0,,,,,"12/06/13 00:00:00","08/21/19 12:47:33","atsai",0
7090,,"HCP Packaging (Shanghai) Co Ltd (Fka HCP Holdings Inc, HCP (Hsing Chung Plastics) Packaging)","富祥塑膠製品(上海)有限公司 (原名: 興中控股)","HCP Packaging (Shanghai) Co Ltd (Fka HCP Holdings Inc, HCP (Hsing Chung Plastics) Packaging)",21459,"Updated by other person","No. 9456, Songze Avenue Qingpu Industrial Zone, Qingpu County",,"Shanghai",,"201700",,38,,"上海青浦工業園區崧澤大道9456號","sales-asia@hcpackaging.com","https://www.hcpackaging.com/","86","21 6700 0888","86","21 5980 6299","Unlisted",,,,,0,,31,,,,,,,,,"July 2012: TPG acquired HCP Packaging for US$500m. Financial consultatnt states the leverage ratio of the deal is 3.5 times.
Some other sources reported It is reported that US$300m is a five-year loan obtained from six banks.

Q3 2022 - Fund Size Estimation:
Carlyle Asia Partners V LP (2017) : US$6550 mil x 0.9 / 10 =  US$589.5 mil
Carlyle Japan Partners IV LP (2019): US$2326.4 mil x 0.9 / 10 = US$ 209.4 mil
Total: US$ 798.9 mil
[CPPIB invested US$35 m equity as co-investment alongside Carlye, as well as invested US$115 m in 2nd-lien term loan to finance the buyout]",207,1,"cosmetic products packaging company

HCP is a global leader in the design, development and manufacture of prestige primary packaging containers for the cosmetics, skincare and fragrance industries. HCP’s product portfolio includes standard and customised compacts, lipsticks, mascaras, lip gloss, pots, skincare jars, tubes and bottles, fragrance closures and other cosmetic items. With an enviable reputation for innovation, creative technology and state of the art manufacturing, HCP is professionally supported and represented by its own regional and local offices, providing customers with direct and immediate access, feedback and solutions.",0,0,0,0,0,0,0,,,,,,"11/11/22 18:15:25","jma",0
8032,,"Straive (formerly SPi Global Holdings Inc)",,"Straive (formerly Spi Global Holdings Inc)",,,"7th Floor, PLDT MGO Bldg.,","Legaspi cor. Dela Rosa Sts.,","Makati City",,"1229",,39,,,"may.dizon@spi-global.com","www.spi-global.com","63","2 884 6222",,,"Unlisted",,,,,0,,117,,,,,,,,,"Refer to Spi Technology Inc (Investment DB ID: 309)

3rd Round : Baring Private Equity Asia is understood to be raising around $650-700 million through a syndicated debt facility to fund its two recent investments in India in what could be a continuation of sponsor financing trend in India.",,,"In June 2010, PLDT created the legal entity SPi Global Holdings, Inc. Under this company are two operating entities – SPi Technologies, Inc. and ePLDT Ventus, Inc. These two companies have been integrated into a single organization.

Spi Global is one of the world's largest and most diversified Business Process Outsourcing (BPO) service providers in terms of clients, geographic presence, and capabilities. We have defined the highest standards of excellence together with our clients for Knowledge Process Outsourcing (KPO) and Customer Relationship Management (CRM). Our global team of over 18,000 dedicated BPO professionals makes this possible.",0,0,0,0,0,0,0,,,,,,"04/28/22 14:54:38","damongwi",0
7904,,"PageUp People Pty Ltd",,"PageUp People Pty Ltd",,,"Level 10, 91 William St",,"Melbourne","VIC","3000",,3,,,,"www.pageuppeople.com","61","3 8677 3777","61","3 9923 6112","Unlisted",,,,,0,,111,14,,,,,,,,"2nd: deal size estimated by fund size of Battery Venrure XII (us$800 m) = 800*0.9/10 = US$72 m",23,1,"Since 1997, PageUp People has helped employers worldwide attract, hire, develop, retain, and improve employee performance. Our Unified Talent Management platform, along with our talent management consulting services, help you optimize your multinational workforce strategy across the whole business, maximize business impact with a balance between global efficiency and local responsiveness, and continuously improve the return on your human capital investment.",0,0,1,0,0,0,0,,,,,,"03/14/25 08:55:29","blam",0
9267,,"SAI Global Ltd",,"SAI Global Ltd",,,"L37/680 George Street",,"Sydney","New South Wales","2000",,3,,,,"www.saiglobal.com","61","2 8206 6060","61","2 8206 6019","Unlisted","ASX:SAI","Australian Securities Exchange","Australia",,1,"20161228",110,,,,,,,,,"May/2014: PEP propoed an indicative bid to acquired 100% of the outstanding sharesfor an indicative price in the range of A$5.1 to A$5.25. Take median of the range for deal size estimation. (total no. of shares as of 22nd April 2014 : 210,793,906)
Jul/2014: KKR reportedly joins the buyer consortium
Sep/2014: Deal failed as investors claim uncertainty in valuation of part of the business
Sep/2016: SAI Global has entered into scheme implementation deed with Baring Private Equity Asia to acquire 100% of SAI Global's shares, subject to approval and is expected to completed in Dec/2016",,,"SAI Global (ASX: SAI) provides organizations around the world with information services and solutions for managing risk, achieving compliance and driving business improvement.

We audit, certify and register your product, system or supply chain through independent assessment to reduce risk and enhance service and product quality.

We provide legal, compliance and risk management professionals with a broad range of technology enabled programs and consulting services that facilitate good governance and awareness of compliance, ethics and policy issues.

Our aggregated access services to Standards, Handbooks, legislative and property publications from hundreds of publishers provides you with the ability to reference and manage critical business information.

And we provide the training that business professionals around the world need to improve their individual performance and help their organizations succeed.    

Welcome to SAI Global where we inspire, improve and inform.",0,0,0,0,0,0,0,,,,,"05/27/14 00:00:00","12/28/16 16:40:55","rtang",0
10616,,"Orangefield Group (pending merger with Vistra Group)",,"Orangefield Group",,,"Steupelstraat 32",,"Rotterdam",,"3065 JE",,33,,,"info@orangefield.com","www.orangefield.com","31","(0) 10 2180 011","31","(0) 10 4181 748","Unlisted",,,,,0,,110,,,,,,,,,"1st: According to S&P, Baring Private Equity Asia will acquire Vistra and Orangefield for around US$1,456 m in EV. Based for previous reports, Vistra deal is said to be worth US$950 m, leading the deal for Orangefield to be US$(1,456 - 950) = US$506 m",221,,"Orangefield is your international expansion and alternative fund investment partner. We assist corporations with expanding into new and existing markets and provide hedge funds, private equity funds and real estate firms with superior financial and administrative services. Our services include setup, administration, compliance, and management solutions for SMEs, multinationals and alternative investment funds.",0,0,0,0,0,0,0,,,,,"07/08/15 00:00:00","07/14/15 17:14:28","jma",0
6474,,"Galloping Horse Media Group (Beijing Galloping Horse Film & TV Production)","北京小馬奔騰影視文化有限公司(北京新雷明頓廣告有限公司)","Galloping Horse Media Group (Beijing Galloping Horse Film & TV Production)",,"To be checked by RT","北京市朝阳区亚运村汇欣大厦 B 座 509-516 室",,"Beijing",,"100101","PEOPLE'S REPUBLIC OF CHINA",38,,,,"www.htvfilm.com.cn","86 10","84990260","86 10","84990267","Unlisted",,,,,0,,80,,,,,,,,,,,,"Film & TV production",0,0,0,0,0,0,0,,,,,,"03/29/11 00:00:00",,0
9185,,"NET Japan Co Ltd",,"NET Japan Co Ltd",24046,,"5-24-16, Yebi, Taito-ku",,"Tokyo",,"110-0005",,23,,,"net@net-japan.co.jp","http://corporate.net-japan.co.jp/","81","3-3832-6511","81","3-3832-6510","Unlisted",,,,,0,,116,,,,,,,,,"2nd (Oct 2022): Deal size estimation: JPY85,000 (Advantage Partners Fund VI) x 0.9 / 10 = JPY7650 m",21,14,"NET JAPAN Group, comprised of NET JAPAN and its affiliate companies, is a leading group in the recycling market of precious metals. NET JAPAN Group purchases and collects gold, platinum, and diamonds that were initially purchased from consumers by the buyers such as jewelry stores and pawn shops, and sells them to bullion dealers, as well as refining and trading companies in Japan. It also operates auction services in Hong Kong, selling goods to countries including China and India.",0,0,0,0,0,0,0,,,"Dead",,"04/24/14 00:00:00","10/18/22 18:29:16","rtang",0
8553,,"Cafe Coffee Day Group",,"Cafe Coffee Day Group",,,,,,,,,18,,,"customer.care@coffeeday.com","www.coffeeday.com",,,,,"Unlisted",,,,,0,,104,,,,,,,,,,,,"Coffee Day Resorts Private Limited (""CDRPL"") is a privately held company of the Cafe Coffee Day group (CCD). Cafe Coffee Day is the most successful example of organized food retail in India and the largest coffee retailing player in Asia. The CCD group has several other businesses in the consumer and infrastructure sectors.",0,0,0,0,0,0,0,,,,,"09/19/13 00:00:00","09/19/13 12:25:01","jma",0
10482,,"Vistra Group Holdings SA [comprises of Vistra Group Ltd. (incorporates Offshore Incorporations Group) & Orangefield Group]","瑞致達集團","Vistra Group Holdings SA",,,"12th Floor, Ruttonjee House","11 Duddell Street, Central","Hong Kong",,,,17,,,"media.enquiries@vistra.com","www.vistragroup.com","852","2521 3661","852","2845 9198","Unlisted",,,,,0,,110,,,,,,,,,"The investment record on Orangefield Group has incorporated under ID:10482. The original record (ID:10616) is deleted.

From ID: 10616:
1st: According to S&P, Baring Private Equity Asia will acquire Vistra and Orangefield for around US$1,456 m in EV. Based for previous 
reports, Vistra deal is said to be worth US$950 m, leading the deal for Orangefield to be US$(1,456 - 950) = US$506 m",32,1,"Vistra was formed from the management buy-in of a fiduciary and trust business in London and Jersey in 2006. Soon afterwards, we opened additional offices in Europe  and opened our first Asian office in Hong Kong in 2009. Our expansion has been through company acquisitions and organic growth. 

In November 2009, IK Investment Partners (formerly known as Industri Kapital), a European private equity firm, acquired a majority stake in Vistra. In March 2011, a major step in our expansion was reached when we merged with the OIL group of companies, the Asian market leader in  company formation and associated services. The combined group, Vistra Group, boasts a balanced and global geographic reach and employs 1300+ professionals.",0,0,0,0,0,0,0,,,,,"05/22/15 00:00:00","09/06/23 16:38:55","vlee",0
